
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
41717.9,39541.8,89.0658,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,4,
41755.1,39566.5,92.2956,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,5,
41796.5,39618.4,69.4123,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,0,
41793.5,39629.5,70.2226,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
41794.9,39612.1,75.2715,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
41789.1,39620.7,75.4414,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
